Date,Open,High,Low,Close,Quantity
2001-11-15,52.55,53.84,52.36,53.52,11618062
2001-11-19,54.69,58.89,54.69,58.76,26351636
2001-11-20,59.68,59.87,55.44,56.03,16448457
2001-11-21,56.21,58.18,55.34,56.67,15060971
2001-11-22,56.79,57.44,55.84,56.19,11685943
2001-11-23,56.21,57.08,54.81,56.19,13371829
2001-11-26,56.92,58.08,56.64,57.48,13609808
2001-11-27,58.14,58.69,55.98,56.44,10300151
2001-11-28,56.44,56.64,54.92,55.93,12014151
2001-11-29,55.83,56.17,55.06,55.82,9051558
2001-12-03,56.04,56.54,55.06,55.91,9937481
2001-12-04,56.21,57.94,56.02,57.46,12778758
2001-12-05,58.74,60.79,58.52,60.31,16954681
2001-12-06,61.6,62.47,58.92,59.67,18047901
2001-12-07,59.68,60.79,59.68,60.06,11276125
2001-12-10,59.87,61.59,59.87,60.65,7628997
2001-12-11,60.64,61.19,59.49,59.76,8556244
2001-12-12,60.25,61.58,59.5,59.87,9480369
2001-12-13,60.2,61.41,56.91,59.87,21394540
2001-12-14,59.87,60.06,58.76,59.73,6953527
2001-12-18,59.68,60.55,58.25,59.51,8030395
2001-12-19,60.43,60.43,59.1,59.42,13241247
2001-12-20,59.39,60.06,58.25,59.73,9148156
2001-12-21,58.71,59.96,58.71,59.74,5232899
2001-12-24,58.91,60.14,58.71,59.81,5144899
2001-12-26,59.66,60.25,58.4,59.06,3457553
2001-12-27,58.71,58.99,57.4,58.18,13277995
2001-12-28,57.75,58.69,55.67,58.12,11003299
2001-12-31,58.52,59.45,57.48,58.94,6028156
2002-01-01,58.69,59.46,58.25,58.71,3577860
2002-01-02,58.53,58.91,57.94,58.44,3553465
2002-01-03,58.71,59.09,56.84,57.07,8198712
2002-01-04,57.94,62.71,57.37,61.8,23260909
2002-01-07,61.41,63.63,61.08,61.6,15774836
2002-01-08,61.8,62.56,60.75,61.19,8544831
2002-01-09,61.6,64.58,60.85,63.21,32411647
2002-01-10,63.54,64.42,61.91,62.5,12735106
2002-01-11,62.95,64.49,61.22,62.91,15682779
2002-01-14,63.72,66.22,62.03,62.7,24347262
2002-01-15,62.54,63.31,61.67,62.13,8601299
2002-01-16,62.58,62.85,60.85,61.65,6743475
2002-01-17,61.02,62.17,60.74,61.35,10146057
2002-01-18,63.51,63.51,59.39,59.98,12054816
2002-01-21,60.25,60.77,59.87,60.14,5513112
2002-01-22,60.06,61.37,59.49,60.18,10181569
